,0,1,2,3,4
0,0.19882112741470337,0.46593615412712097,0.0,0.0,0.29539787769317627
1,0.1666729599237442,0.528424859046936,0.0,0.0,0.0
2,0.11743812263011932,0.47727271914482117,0.0,0.0,0.0
3,0.0,0.6363146901130676,0.0,0.0,0.0
4,0.0,0.44878989458084106,0.0,0.0,0.0
5,0.31204017996788025,0.6666666865348816,0.0,0.0,0.0
6,0.13722959160804749,0.5378977060317993,0.26051968336105347,0.0,0.0
7,0.36367499828338623,0.6476989388465881,0.0,0.0,0.0
8,0.0,1.0,0.0,0.0,0.0
9,0.0,0.4772430956363678,0.0,0.0,0.0
10,0.19693191349506378,0.4772862493991852,0.5,0.0,0.0
11,0.10230106860399246,0.3863717317581177,0.40920427441596985,0.0,0.0
12,0.22727273404598236,0.3030417561531067,0.0,0.0,0.0
13,0.4696769416332245,0.4999716579914093,0.0,0.0,0.09090909361839294
14,0.0965767428278923,0.44154036045074463,0.0,0.0,0.0
15,0.022727273404598236,0.5704665780067444,1.0,0.0,0.0
16,0.2538447082042694,0.7811275124549866,0.0,0.0,0.0
17,0.23575922846794128,0.6570227742195129,0.0,0.0,0.0
18,0.049232978373765945,0.7784516215324402,0.0,0.0,0.0
19,0.21900247037410736,0.3409513533115387,0.0,0.0,0.0
20,0.16579094529151917,0.0,0.0,0.0,0.0
21,0.059079572558403015,0.8210867643356323,0.0,0.0,0.0
22,0.1667044460773468,0.3635607957839966,0.040943097323179245,0.0,0.0
23,0.1818181872367859,0.4546588063240051,0.0,0.0,1.0
24,0.19996371865272522,0.09090909361839294,0.0,0.0,1.0
25,0.3223107159137726,0.5,0.0,0.0,0.0
26,0.20954543352127075,0.0,0.0,0.0,0.5907957553863525
