,0,1,2,3,4
0,0.0,0.9092970490455627,0.0,0.0,0.0
1,0.0,0.15499897301197052,0.7652305364608765,0.0,0.0
2,0.0,0.24765485525131226,0.5512471795082092,0.0,0.0
3,0.0,0.9035147428512573,0.7954648733139038,0.0,0.0
4,0.0,0.26474589109420776,0.0,0.0,0.0
5,0.02273242548108101,0.20457834005355835,0.7217119932174683,0.0,0.0
6,0.0,0.16999901831150055,0.0,0.0,0.0
7,0.0,0.21386311948299408,0.6517006754875183,0.0,0.0
8,0.0,0.17394262552261353,0.45464852452278137,0.0,0.0
9,0.0,0.24310362339019775,0.6763038635253906,0.0,0.0
10,0.0,0.2000272125005722,0.0,0.0,0.0
11,0.20476190745830536,0.2500630021095276,0.8409296870231628,0.0,0.0
12,0.08190476149320602,0.13813012838363647,0.7274943590164185,0.0,0.0
13,0.25,0.21056212484836578,0.6667800545692444,0.0,0.0
14,0.24099773168563843,0.20458050072193146,0.7410884499549866,0.0,0.0
15,0.0,0.7954648733139038,0.0,0.0,0.0
16,0.0,0.2500453591346741,0.8024489879608154,0.0,0.0
17,0.06825397163629532,0.18185940384864807,0.4205593466758728,0.0,0.0
18,0.02273242548108101,0.1923425793647766,0.0,0.0,0.0
19,0.0,0.1766090989112854,0.0,0.0,0.0
20,0.0,0.15344387292861938,0.659229040145874,0.0,0.0
21,0.0,0.11934524029493332,0.3750850260257721,0.0,0.0
22,0.0,0.17901550233364105,0.8524943590164185,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.6175358891487122,0.3523809611797333,0.0,0.0
25,0.0,0.18183879554271698,0.8334088921546936,0.0,0.0
26,0.0,0.23624879121780396,0.6213151812553406,0.0,0.0
27,0.0,0.21056212484836578,0.7216553092002869,0.0,0.0
28,0.03412698581814766,0.1666950136423111,0.2272864729166031,0.0,0.0
29,0.0,0.3591383099555969,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0
