,0,1,2,3,4
0,0.0,0.4017384648323059,0.0,0.0,0.0
1,0.0,0.3977891206741333,0.0,0.0,0.0
2,0.0,0.10238095372915268,0.0,0.0,0.0
3,0.35909298062324524,0.23057985305786133,0.0,0.0,0.0
4,0.20000000298023224,0.3750566840171814,0.0,0.0,0.0
5,0.0,1.0,0.0,0.0,0.0
6,0.0,0.6637641787528992,0.0,0.0,0.0
7,0.2727891206741333,0.4318216145038605,0.0,0.0,0.0
8,0.0,0.30309900641441345,0.0,0.0,0.0
9,0.5001511573791504,0.04546485096216202,0.0,0.0,0.07386621087789536
10,0.0,0.3662131428718567,0.0,0.0,0.0
11,0.0,0.2818593978881836,0.0,0.0,0.0
12,0.0,0.5,0.0,0.0,0.0
13,0.011366212740540504,0.23724490404129028,0.0,0.0,0.0
14,0.26515495777130127,0.018185941502451897,0.0,0.0,0.23492063581943512
15,0.5227891206741333,0.3977324366569519,0.0,0.0,0.0
16,0.30124717950820923,0.0,0.0,0.0,0.0
17,0.0,0.32397958636283875,0.0,0.0,0.0
18,0.25,0.20476190745830536,0.0,0.0,0.0
19,0.19697657227516174,0.3523809611797333,0.0,0.0,0.0
20,0.166704460978508,0.5001133680343628,0.0,0.0,0.0
21,0.2591383159160614,0.6989229321479797,0.0,0.0,0.0
22,0.13643234968185425,0.12989957630634308,0.0,0.0,0.0
23,0.0,0.42316412925720215,0.0,0.0,0.06406926363706589
24,0.0,0.0,0.0,0.0,0.0
