,track_name,slice,drum,recall,precision,f1,jaccard,accuracy
0,MusicDelta_80sRock,0,0,0.9897732426303855,0.9897732426303855,0.9897732426303855,0.9798663321968861,0.9897732426303855
1,MusicDelta_80sRock,0,1,0.9897732426303855,0.9897732426303855,0.9897732426303855,0.980101648879427,0.9897732426303855
2,MusicDelta_80sRock,0,2,1.0,1.0,1.0,1.0,1.0
3,MusicDelta_80sRock,0,3,0.9749943310657596,1.0,0.9873388654636052,0.9749943310657596,0.9749943310657596
4,MusicDelta_80sRock,0,4,1.0,1.0,1.0,1.0,1.0
5,MusicDelta_80sRock,0,all,0.9909081632653062,0.9914392602319725,0.9910778746188645,0.9827914114141758,0.9909081632653062
6,MusicDelta_80sRock,1,0,0.9897675736961451,0.9897677043521882,0.989767638969929,0.9798889432659721,0.9897675736961451
7,MusicDelta_80sRock,1,1,0.9954591836734694,0.9954590262349413,0.9954591048416762,0.9910627296627359,0.9954591836734694
8,MusicDelta_80sRock,1,2,1.0,1.0,1.0,1.0,1.0
9,MusicDelta_80sRock,1,3,0.8249716553287982,1.0,0.9040925681447542,0.8249716553287982,0.8249716553287982
10,MusicDelta_80sRock,1,4,1.0,1.0,1.0,1.0,1.0
11,MusicDelta_80sRock,1,all,0.9620396825396825,0.9761704786387887,0.9662628390559664,0.939275326790246,0.9620396825396825
12,MusicDelta_80sRock,2,0,0.9897732426303855,0.9897732426303855,0.9897732426303855,0.9798997550329966,0.9897732426303855
13,MusicDelta_80sRock,2,1,0.9897732426303855,0.9897732426303855,0.9897732426303855,0.980101648879427,0.9897732426303855
14,MusicDelta_80sRock,2,2,1.0,1.0,1.0,1.0,1.0
15,MusicDelta_80sRock,2,3,0.7749546485260771,1.0,0.8732106470096007,0.7749546485260771,0.7749546485260771
16,MusicDelta_80sRock,2,4,1.0,1.0,1.0,1.0,1.0
17,MusicDelta_80sRock,2,all,0.9509002267573696,0.9719721325578773,0.957428576327875,0.9245422540131651,0.9509002267573696
18,MusicDelta_80sRock,3,0,0.9886167800453515,0.9886167800453515,0.9886167800453515,0.9776288896493943,0.9886167800453515
19,MusicDelta_80sRock,3,1,0.9749943310657596,0.975670325633711,0.9733795261233544,0.9506646566994706,0.9749943310657596
20,MusicDelta_80sRock,3,2,1.0,1.0,1.0,1.0,1.0
21,MusicDelta_80sRock,3,3,0.8249603174603175,1.0,0.9040857596381744,0.8249603174603175,0.8249603174603175
22,MusicDelta_80sRock,3,4,1.0,1.0,1.0,1.0,1.0
23,MusicDelta_80sRock,3,all,0.9577142857142857,0.9689253247967116,0.9613337659648789,0.9308137087128475,0.9577142857142857
24,MusicDelta_80sRock,4,0,0.9852267573696145,0.9852267573696145,0.9852267573696145,0.9711828023356189,0.9852267573696145
25,MusicDelta_80sRock,4,1,0.9704591836734694,0.9700432850520293,0.9677020884515198,0.9426311800945332,0.9704591836734694
26,MusicDelta_80sRock,4,2,1.0,1.0,1.0,1.0,1.0
27,MusicDelta_80sRock,4,3,0.8249603174603175,1.0,0.9040857596381744,0.8249603174603175,0.8249603174603175
28,MusicDelta_80sRock,4,4,1.0,1.0,1.0,1.0,1.0
29,MusicDelta_80sRock,4,all,0.9561292517006803,0.9689391324645862,0.9604758063952972,0.9302017890657396,0.9561292517006803
30,MusicDelta_80sRock,5,0,0.975,0.975,0.975,0.9520395138615194,0.975
31,MusicDelta_80sRock,5,1,0.9647619047619047,0.9638699856759051,0.9624867483933601,0.9323806416864708,0.9647619047619047
32,MusicDelta_80sRock,5,2,1.0,1.0,1.0,1.0,1.0
33,MusicDelta_80sRock,5,3,0.7999659863945578,1.0,0.8888678924393885,0.7999659863945578,0.7999659863945578
34,MusicDelta_80sRock,5,4,1.0,1.0,1.0,1.0,1.0
35,MusicDelta_80sRock,5,all,0.9479455782312926,0.9645463323637541,0.953736868439217,0.9193516400932599,0.9479455782312926
36,MusicDelta_80sRock,6,0,0.9886167800453515,0.9886167800453515,0.9886167800453515,0.9776288977609209,0.9886167800453515
37,MusicDelta_80sRock,6,1,0.9693027210884354,0.9691069701926417,0.9673202225524948,0.9403761761022431,0.9693027210884354
38,MusicDelta_80sRock,6,2,1.0,1.0,1.0,1.0,1.0
39,MusicDelta_80sRock,6,3,0.7499489795918367,1.0,0.8571095367211872,0.7499489795918367,0.7499489795918367
40,MusicDelta_80sRock,6,4,1.0,1.0,1.0,1.0,1.0
41,MusicDelta_80sRock,6,all,0.9415736961451248,0.96239177658677,0.9483652206510342,0.9094495888834695,0.9415736961451248
42,MusicDelta_80sRock,7,0,0.9579308390022676,0.9579313758297199,0.9579311073661188,0.9214214487348737,0.9579308390022676
43,MusicDelta_80sRock,7,1,0.9738492063492064,0.9738501145358582,0.9738496603455385,0.9519453245016452,0.9738492063492064
44,MusicDelta_80sRock,7,2,1.0,1.0,1.0,1.0,1.0
45,MusicDelta_80sRock,7,3,0.8249659863945579,1.0,0.904089163902039,0.8249659863945579,0.8249659863945579
46,MusicDelta_80sRock,7,4,0.9943083900226758,0.9943083900226758,0.9943083900226758,0.989214901048284,0.9943083900226758
47,MusicDelta_80sRock,7,all,0.9502108843537415,0.9664160589107266,0.9557505078017342,0.9224799404689783,0.9502108843537415
48,MusicDelta_80sRock,8,0,0.9749943310657596,0.9799954648526078,0.9762073936412294,0.9549897959183674,0.9749943310657596
49,MusicDelta_80sRock,8,1,0.9943083900226758,0.9943083900226758,0.9943083900226758,0.9887417201139853,0.9943083900226758
50,MusicDelta_80sRock,8,2,1.0,1.0,1.0,1.0,1.0
