54.09	42
54.37	38
54.45	38
54.56	38
54.66	38
54.81	38
54.93	42
55.09	35
55.23	38
55.37	47
55.51	47
55.66	47
55.8	35
55.8	49
56.23	35
56.37	38
56.37	42
56.65	42
56.8	38
56.95	42
57.09	38
57.23	35
57.23	42
57.37	35
57.51	38
57.52	42
57.81	42
58.09	35
58.09	42
58.23	42
58.37	42
58.51	35
58.66	38
58.66	42
58.94	42
59.08	38
59.23	42
59.51	35
59.51	42
59.66	35
59.8	38
59.8	42
59.94	35
60.08	42
60.37	35
60.37	42
60.66	42
60.8	35
60.94	38
60.94	42
61.22	42
61.36	38
61.51	42
61.65	38
61.8	35
61.8	42
61.94	35
62.08	38
62.08	42
62.36	42
62.65	35
62.65	49
62.94	42
63.08	35
63.22	38
63.22	42
63.5	42
63.64	38
63.79	42
63.94	38
64.08	35
64.08	42
64.22	35
64.36	38
64.36	42
64.5	35
64.93	35
64.93	49
65.21	42
65.36	35
65.5	38
65.5	42
65.78	42
65.93	38
66.07	42
66.36	35
66.36	42
66.5	35
66.65	38
66.65	42
66.92	42
67.22	35
67.22	42
67.5	42
67.64	35
67.79	38
67.79	42
68.07	42
68.21	38
68.36	42
68.49	38
68.64	35
68.64	42
68.79	35
68.93	38
68.93	42
69.07	35
69.21	42
69.5	35
69.5	42
69.79	42
69.93	35
70.07	38
70.07	42
70.35	42
70.5	38
70.64	42
70.78	38
70.93	35
70.93	42
71.07	35
71.21	38
71.21	42
71.5	42
71.78	35
71.78	42
71.94	42
72.08	42
72.22	35
72.35	38
72.35	42
72.63	42
72.78	38
72.93	42
73.21	35
73.21	42
73.35	35
73.49	38
73.49	42
73.64	35
73.78	42
74.07	35
74.07	42
74.21	35
74.35	35
74.35	42
74.5	35
74.5	42
74.64	38
74.64	42
74.92	42
75.23	42
75.36	38
75.49	35
75.49	42
75.78	38
75.78	42
76.06	42
76.06	49
76.21	35
76.34	35
76.34	42
76.49	42
76.63	42
76.78	35
76.92	38
76.92	42
77.21	42
77.49	42
77.77	35
77.77	42
78.06	38
78.06	42
78.34	42
78.49	42
78.63	35
78.63	42
78.77	35
78.77	42
78.92	35
78.92	42
79.06	35
79.06	42
79.2	38
79.2	42
79.49	42
79.78	42
80.06	35
80.06	42
80.34	38
80.34	42
80.63	49
80.77	35
80.91	35
80.91	42
81.2	35
81.2	42
81.34	35
81.34	42
81.48	38
81.48	42
81.77	42
82.05	35
82.05	42
82.35	42
82.62	42
82.63	35
82.9	42
83.2	35
83.2	42
83.34	42
83.48	35
83.48	42
83.63	35
83.63	42
83.77	38
83.77	42
84.05	42
84.34	42
84.62	35
84.62	42
84.91	38
84.91	42
85.04	42
85.19	42
85.34	35
85.48	35
85.48	42
85.62	35
85.62	42
85.76	42
85.91	35
85.91	42
86.05	38
86.05	42
86.33	42
86.62	42
86.91	35
86.91	42
87.19	38
87.19	42
87.46	42
87.76	35
87.76	42
87.9	42
88.05	42
88.19	35
88.19	42
88.33	38
88.33	42
88.61	42
88.91	42
89.19	35
89.19	42
89.48	38
89.48	42
89.61	42
89.76	38
89.76	42
90.04	35
90.04	42
90.18	42
90.33	35
90.33	42
90.48	35
90.48	42
90.62	38
90.62	42
90.9	42
91.18	42
91.47	35
91.47	42
91.76	38
91.76	42
91.89	38
92.04	42
92.32	35
92.32	42
92.61	35
92.61	42
92.76	35
92.76	42
92.9	38
92.9	42
93.19	42
93.33	42
93.48	42
93.75	35
93.75	42
94.04	38
94.04	42
94.33	42
94.47	35
94.61	35
94.61	42
94.75	42
94.89	35
94.89	42
95.04	35
95.04	42
95.18	38
95.18	42
95.47	42
95.76	42
96.04	35
96.04	42
96.18	42
96.32	38
96.32	42
96.61	42
96.89	35
96.89	42
97.03	42
97.04	35
97.18	35
97.18	42
97.32	35
97.32	42
97.47	38
97.47	42
97.76	42
98.04	42
98.32	35
98.32	42
98.61	38
98.61	42
98.89	42
99.04	35
99.18	35
99.18	42
99.32	42
99.47	42
99.61	35
99.61	42
99.75	38
99.75	42
100.03	42
100.32	42
100.6	35
100.6	42
100.89	38
100.89	42
101.03	38
101.18	42
101.32	47
101.46	35
101.46	49
101.75	35
101.75	42
101.89	35
102.03	38
102.03	42
102.3	42
102.46	38
102.61	42
102.89	35
102.89	42
103.17	38
103.18	42
103.46	42
103.6	35
103.74	35
103.74	42
104.03	42
104.17	35
104.17	42
104.31	38
104.31	42
104.6	42
104.74	38
104.89	42
105.17	35
105.17	42
105.45	38
105.46	42
105.74	42
106.02	35
106.02	42
106.17	42
106.31	42
106.45	35
106.45	42
106.6	38
106.6	42
106.89	42
107.03	38
107.17	42
107.45	35
107.45	42
107.74	38
107.74	42
108.03	42
108.17	35
108.31	35
108.31	42
108.6	42
108.74	35
108.74	42
108.88	38
108.88	42
109.16	42
109.31	38
109.46	42
109.6	38
109.73	35
109.73	42
109.85	38
109.93	38
110.02	38
110.15	38
110.3	47
110.44	47
110.59	35
110.59	49
110.88	42
111.02	35
111.16	38
111.16	42
111.44	42
111.59	38
111.74	42
111.87	38
112.02	35
112.02	42
112.16	35
112.31	38
112.31	42
112.59	42
112.88	35
112.88	49
113.16	42
113.3	35
113.45	38
113.45	42
113.73	42
113.87	38
114.02	42
114.3	35
114.3	42
114.44	35
114.59	38
114.59	42
114.73	35
114.88	42
115.16	35
115.16	42
115.45	42
115.59	35
115.73	38
115.73	42
116.01	42
116.15	38
116.29	42
116.57	35
116.57	42
116.72	35
116.87	38
116.87	42
117.15	42
117.44	35
117.44	49
117.73	42
117.87	35
118.01	38
118.01	42
118.3	42
118.44	38
118.59	42
118.87	35
118.87	42
119.01	35
119.15	38
119.15	42
119.29	35
119.44	42
119.72	35
119.72	49
120.01	42
120.15	35
120.3	38
120.3	42
120.58	42
120.73	38
120.87	42
121.15	35
121.15	42
121.3	35
121.44	38
121.44	42
121.72	42
122.01	35
122.01	49
122.3	42
122.44	35
122.58	38
122.58	42
122.86	42
123.0	38
123.15	42
123.29	38
123.43	35
123.43	42
123.58	35
123.72	38
123.72	42
123.87	35
124.01	42
124.29	35
124.29	42
124.58	42
124.72	35
124.86	38
124.86	42
125.15	42
125.29	38
125.43	42
125.72	35
125.72	42
125.86	35
126.0	38
126.0	42
126.28	42
126.4	38
126.58	35
126.58	42
126.87	42
127.01	35
127.15	38
127.15	42
127.43	42
127.57	38
127.72	42
128.0	35
128.0	42
128.14	35
128.29	38
128.29	42
128.43	35
128.58	42
128.86	35
128.86	42
129.15	42
129.29	35
129.43	38
129.43	42
129.71	42
129.85	38
129.99	42
130.13	38
130.28	35
130.28	42
130.47	38
130.58	38
130.71	38
130.85	47
130.98	47
131.14	35
131.14	49
131.43	35
131.43	42
131.71	38
131.71	42
131.86	35
132.0	42
132.29	42
132.57	42
132.85	38
132.85	42
133.14	42
133.28	38
133.43	35
133.43	42
133.71	35
133.71	42
133.99	38
133.99	42
134.14	35
134.28	42
134.57	42
134.85	42
134.99	35
135.14	38
135.14	42
135.43	42
135.57	38
135.71	35
135.71	42
135.99	35
135.99	42
136.28	38
136.28	42
136.42	35
136.56	42
136.85	42
137.13	42
137.42	38
137.42	42
137.71	42
137.99	35
137.99	42
138.28	35
138.28	42
138.56	38
138.56	42
138.7	35
138.85	42
139.13	42
139.41	42
139.56	38
139.7	38
139.85	38
139.99	38
140.13	38
140.27	35
140.27	49
140.56	35
140.56	42
140.84	38
140.84	42
140.99	35
141.13	42
141.42	42
141.71	42
141.84	35
141.99	38
141.99	42
142.28	42
142.56	35
142.56	42
142.84	35
142.84	42
143.13	38
143.13	42
143.27	35
143.41	42
143.69	42
143.99	42
144.27	38
144.27	42
144.56	42
144.84	35
144.84	42
145.12	35
145.12	42
145.41	38
145.41	42
145.55	35
145.69	42
145.98	42
146.27	42
146.55	38
146.55	42
146.83	42
149.4	35
149.41	49
149.83	35
149.97	38
149.97	42
150.25	42
150.53	42
150.83	35
150.83	42
151.12	38
151.12	42
151.26	35
151.4	42
151.69	35
151.69	49
151.97	42
152.11	35
152.26	38
152.26	42
152.54	42
152.82	42
153.11	35
153.11	42
153.4	38
153.4	42
153.54	35
153.69	42
153.97	35
153.97	49
154.25	42
154.4	35
154.54	38
154.54	42
154.84	42
155.13	42
155.4	35
155.4	42
155.68	38
155.68	42
155.82	35
155.98	42
156.26	35
156.26	49
156.54	42
156.68	35
156.82	38
156.83	42
157.12	42
157.4	42
157.68	35
157.68	42
157.82	38
157.97	38
157.97	42
158.11	35
158.26	42
158.54	35
158.54	49
158.81	42
158.96	35
159.11	38
159.11	42
159.4	42
159.68	42
159.96	35
159.96	42
160.25	38
160.25	42
160.39	35
160.54	42
160.82	35
160.82	49
161.11	42
161.25	35
161.39	38
161.39	42
161.68	42
161.96	42
162.25	35
162.25	42
162.53	38
162.53	42
162.67	35
162.8	42
163.1	35
163.1	49
163.39	42
163.53	35
163.67	38
163.67	42
163.96	42
164.25	42
164.53	35
164.53	42
164.82	38
164.82	42
164.95	35
165.09	42
165.39	35
165.39	49
165.67	42
165.81	35
165.96	38
165.96	42
166.22	38
166.31	38
166.42	38
166.53	38
166.67	38
166.81	42
166.96	35
167.1	38
167.1	47
167.24	47
167.38	47
167.52	47
167.67	35
167.67	49
168.1	35
168.24	38
168.24	42
168.51	42
168.66	38
168.81	42
169.09	35
169.09	42
169.24	35
169.38	38
169.38	42
169.66	42
169.95	35
169.95	49
170.24	42
170.38	35
170.52	38
170.52	42
170.8	42
170.95	38
171.1	42
171.24	38
171.38	35
171.38	42
171.52	35
171.66	38
171.66	42
171.81	35
171.95	42
172.24	35
172.24	49
172.52	42
172.66	35
172.81	38
172.81	42
173.08	42
173.23	38
173.37	42
173.66	35
173.66	42
173.8	35
173.95	38
173.95	42
174.23	42
174.52	35
174.52	49
174.8	42
174.94	35
175.09	38
175.09	42
175.37	42
175.52	38
175.66	42
175.8	38
175.94	35
175.94	42
176.09	35
176.23	38
176.37	38
176.52	35
176.52	42
176.8	35
176.8	49
177.08	42
177.37	38
177.37	42
177.66	42
177.81	38
177.95	42
178.23	35
178.23	42
178.37	35
178.51	38
178.51	42
178.8	42
179.08	35
179.09	49
179.51	35
179.65	38
179.65	42
179.93	42
180.08	38
180.23	42
180.36	38
180.5	35
180.5	42
180.65	35
180.8	38
180.8	42
180.94	35
181.07	42
181.37	35
181.37	49
181.66	42
181.8	35
181.94	38
181.94	42
182.22	42
182.36	38
182.5	42
182.79	35
182.79	42
182.94	35
183.08	38
183.08	42
183.37	42
183.65	35
183.65	49
183.93	42
184.08	35
184.22	38
184.22	42
184.5	42
184.64	38
184.78	42
185.06	47
185.36	47
185.5	47
185.65	47
185.79	47
185.94	35
185.94	49
