,track_name,start_point,l,r,d1,d2,d3,d4,d5
0,Side Effects Project - Sing With Me,0,0.002157854614779353,0.002528520068153739,0.00019598353537730873,0.00024872124777175486,0.00017583566659595817,0.000146385733387433,0.00014850034494884312
1,Side Effects Project - Sing With Me,176400,0.0024643857032060623,0.002725829603150487,0.0002182348835049197,0.00030373738263733685,0.0002067478490062058,0.0001688234624452889,0.00016405938367825001
2,Side Effects Project - Sing With Me,352800,0.002419814933091402,0.0025741872377693653,0.00021543151524383575,0.00027516460977494717,0.0001904137316159904,0.000157022281200625,0.00015617406461387873
3,Side Effects Project - Sing With Me,529200,0.002754162298515439,0.0029473465401679277,0.0002366605040151626,0.0002976823307108134,0.00021060094877611846,0.00017313793068751693,0.00017561759159434587
4,Side Effects Project - Sing With Me,705600,0.002472837455570698,0.00265112379565835,0.00023582224093843251,0.0002812278689816594,0.0001930856960825622,0.0001634106447454542,0.00016531680012121797
5,Side Effects Project - Sing With Me,882000,0.002373900031670928,0.002485948149114847,0.00021574042330030352,0.0002694106660783291,0.0001862897479441017,0.0001546394923934713,0.00015339783567469567
6,Side Effects Project - Sing With Me,1058400,0.002887329086661339,0.003071976825594902,0.00025228955200873315,0.0003250514855608344,0.00022873141278978437,0.00018645876843947917,0.00018281154916621745
7,Side Effects Project - Sing With Me,1234800,0.002372562186792493,0.0025224913842976093,0.00021258791093714535,0.0002543198352213949,0.0001804507483029738,0.00014985722373239696,0.00015333713963627815
8,Side Effects Project - Sing With Me,1411200,0.0026600079145282507,0.002830736804753542,0.00023538971436209977,0.0003002345620188862,0.00020729553943965584,0.00017267205112148076,0.00017051390022970736
9,Side Effects Project - Sing With Me,1587600,0.0026644207537174225,0.0027843909338116646,0.00022528656700160354,0.000290658266749233,0.00020358170149847865,0.00016778026474639773,0.0001697149418760091
10,Side Effects Project - Sing With Me,1764000,0.0028462011832743883,0.0030591764952987432,0.00025673440541140735,0.00033279319177381694,0.0002300702326465398,0.0001883646473288536,0.00018237036420032382
11,Side Effects Project - Sing With Me,1940400,0.0027389791794121265,0.0028759457636624575,0.0002484908909536898,0.0003187110123690218,0.00021158219897188246,0.00018003775039687753,0.00017918818048201501
12,Side Effects Project - Sing With Me,2116800,0.0025439963210374117,0.0027623632922768593,0.00022713557700626552,0.0002988022461067885,0.0002050110779237002,0.00016992617747746408,0.0001697379193501547
13,Side Effects Project - Sing With Me,2293200,0.002662374870851636,0.0028537444304674864,0.00024044046585913748,0.0003197746991645545,0.00021466525504365563,0.0001771313400240615,0.00017535130609758198
14,Side Effects Project - Sing With Me,2469600,0.002696634503081441,0.0028785199392586946,0.00023708278604317456,0.0003196717007085681,0.00021961498714517802,0.0001787044748198241,0.0001755379344103858
15,Side Effects Project - Sing With Me,2646000,0.002698995638638735,0.002809028374031186,0.00021697214106097817,0.00029368349350988865,0.00021017255494371057,0.00016728755144868046,0.00016402063192799687
16,Side Effects Project - Sing With Me,2822400,0.0026409465353935957,0.0027820172253996134,0.00021013295918237418,0.0002931013877969235,0.00020750181283801794,0.0001682317815721035,0.00016153779870364815
17,Side Effects Project - Sing With Me,2998800,0.0025261319242417812,0.0026421244256198406,0.00021369397290982306,0.0002771583094727248,0.00019521210924722254,0.00016011131810955703,0.0001609093596925959
18,Side Effects Project - Sing With Me,3175200,0.002721342258155346,0.0028812838718295097,0.00023614188830833882,0.0002994030946865678,0.00020998677064199,0.00017430407751817256,0.0001724067988106981
19,Side Effects Project - Sing With Me,3351600,0.0022590304724872112,0.00236802757717669,0.00019793178944382817,0.00025792280212044716,0.0001760089216986671,0.00014469842426478863,0.00014474269119091332
20,Side Effects Project - Sing With Me,3528000,0.0027329945005476475,0.0028642721008509398,0.00022233824711292982,0.00030941894510760903,0.00021540277521125972,0.00017254013800993562,0.00016888252866920084
21,Side Effects Project - Sing With Me,3704400,0.0026198895648121834,0.002727222628891468,0.00022263044957071543,0.00029592763166874647,0.0002048454771284014,0.00016759586287662387,0.00016510960995219648
22,Side Effects Project - Sing With Me,3880800,0.002750248182564974,0.0029324539937078953,0.00021436085808090866,0.0003125580551568419,0.00021737096540164202,0.00017426327394787222,0.0001687096810201183
23,Side Effects Project - Sing With Me,4057200,0.0026434457395225763,0.0027892880607396364,0.00023380763013847172,0.00032286631176248193,0.0002137200062861666,0.00017759055481292307,0.00017178530106320977
24,Side Effects Project - Sing With Me,4233600,0.0026068531442433596,0.00276137120090425,0.00024165968352463096,0.00030835080542601645,0.00020544813014566898,0.0001731077500153333,0.0001734960387693718
25,Side Effects Project - Sing With Me,4410000,0.002860366366803646,0.0030705900862812996,0.00025929012917913496,0.00034401044831611216,0.00023171755310613662,0.0001908218109747395,0.0001876388123491779
26,Side Effects Project - Sing With Me,4586400,0.0027989777736365795,0.002938780002295971,0.0002574202953837812,0.00033023717696778476,0.00022023306519258767,0.00018487653869669884,0.00018579467723611742
27,Side Effects Project - Sing With Me,4762800,0.002705848542973399,0.0028179511427879333,0.00023162097204476595,0.00030353234615176916,0.000212562081287615,0.00017331777780782431,0.00017222300812136382
28,Side Effects Project - Sing With Me,4939200,0.0021594769787043333,0.002207882469519973,0.00018533111142460257,0.00023756560403853655,0.00016872100241016597,0.00013520072388928384,0.00013466535892803222
29,Side Effects Project - Sing With Me,5115600,0.003191587748005986,0.0033029369078576565,0.00024479313287883997,0.0003559434844646603,0.0002481269766576588,0.00020000863878522068,0.00018999834719579667
30,Side Effects Project - Sing With Me,5292000,0.0024532699026167393,0.0025876888539642096,0.0002094785013468936,0.0002708305255509913,0.0001906168763525784,0.00015693134628236294,0.00015765830175951123
31,Side Effects Project - Sing With Me,5468400,0.0026792592834681273,0.002874847734346986,0.00023945642169564962,0.00030195974977687,0.0002086173335555941,0.000174183544004336,0.00017306006338912994
32,Side Effects Project - Sing With Me,5644800,0.0025973974261432886,0.002740947064012289,0.00022566597908735275,0.00028855810523964465,0.00019985622202511877,0.00016530041466467083,0.00016641785623505712
33,Side Effects Project - Sing With Me,5821200,0.002721936209127307,0.0028520349878817797,0.00024873396614566445,0.0003005114267580211,0.00020401788060553372,0.00017615430988371372,0.00017657452553976327
34,Side Effects Project - Sing With Me,5997600,0.0027484074234962463,0.0028875384014099836,0.00023232416424434632,0.00029935274505987763,0.00020918100199196488,0.0001735142432153225,0.00017127906903624535
35,Side Effects Project - Sing With Me,6174000,0.002833294915035367,0.003001905744895339,0.00027019029948860407,0.0003192076983395964,0.0002181760937673971,0.00018560093303676695,0.00018538239237386733
36,Side Effects Project - Sing With Me,6350400,0.003127096453681588,0.003294076304882765,0.0002702850615605712,0.00036563322646543384,0.00024515765835531056,0.00020308858074713498,0.00019887024245690554
37,Side Effects Project - Sing With Me,6526800,0.002433186862617731,0.00263953790999949,0.0002216041029896587,0.0002909362083300948,0.0001974528859136626,0.00016510621935594827,0.00016494056035298854
38,Side Effects Project - Sing With Me,6703200,0.002921819919720292,0.0031120427884161472,0.00026563089340925217,0.0003492111572995782,0.00023412637528963387,0.00019322089792694896,0.00018995556456502527
39,Side Effects Project - Sing With Me,6879600,0.0027782341931015253,0.0029787197709083557,0.00025504667428322136,0.0003294771013315767,0.00022227664885576814,0.00018555016140453517,0.0001842460478655994
40,Side Effects Project - Sing With Me,7056000,0.0024545188061892986,0.0026742550544440746,0.0002246780350105837,0.0002753354492597282,0.00019064117805100977,0.00016069842968136072,0.0001623030984774232
41,Side Effects Project - Sing With Me,7232400,0.0025085860397666693,0.0026682610623538494,0.0002246825461043045,0.00028275104705244303,0.00019708213221747428,0.0001622609415790066,0.0001632041676202789
42,Side Effects Project - Sing With Me,7408800,0.002055972348898649,0.0022088782861828804,0.0001780057791620493,0.00023750512627884746,0.00016729823255445808,0.000134698799229227,0.0001335971464868635
43,Side Effects Project - Sing With Me,7585200,0.0021534631960093975,0.0022804467007517815,0.00019641101243905723,0.0002533594088163227,0.00017693586414679885,0.00014124477456789464,0.00014388284762389958
44,Side Effects Project - Sing With Me,7761600,0.0027560051530599594,0.002941144397482276,0.000226115487748757,0.00031825766200199723,0.00022247954620979726,0.00017730773834045976,0.00017515275976620615
45,Side Effects Project - Sing With Me,7938000,0.0025112712755799294,0.002695252886041999,0.00022194998746272177,0.0002808198914863169,0.00019759203132707626,0.00016133641474880278,0.00016214055358432233
46,Side Effects Project - Sing With Me,8114400,0.002787897828966379,0.002937208628281951,0.00024231590214185417,0.00031028821831569076,0.00021439370175357908,0.00017581952852196991,0.00017567499889992177
47,Side Effects Project - Sing With Me,8290800,0.002867945469915867,0.0030382368713617325,0.00024076117551885545,0.000322744861477986,0.00022451765835285187,0.0001812122791307047,0.0001802918704925105
48,Side Effects Project - Sing With Me,8467200,0.002635036129504442,0.002825318370014429,0.00023524921562056988,0.0003084360796492547,0.00021207606187090278,0.00017474933702033013,0.00017213351384270936
49,Side Effects Project - Sing With Me,8643600,0.0027556600980460644,0.0029135332442820072,0.00024821620900183916,0.00032812164863571525,0.00021839942201040685,0.000180013885255903,0.0001804597268346697
50,Side Effects Project - Sing With Me,8820000,0.0027642063796520233,0.0029810427222400904,0.00025396488490514457,0.0003321177209727466,0.0002236786240246147,0.00018503163300920278,0.00018493337847758085
51,Side Effects Project - Sing With Me,8996400,0.0025141474325209856,0.0026722820475697517,0.00023413225426338613,0.0003035035915672779,0.0002038799284491688,0.0001680683926679194,0.00016799727745819837
52,Side Effects Project - Sing With Me,9172800,0.0023333837743848562,0.0025024611968547106,0.0002184033946832642,0.00027961956220678985,0.00018957539577968419,0.00015656973118893802,0.00015807028103154153
53,Side Effects Project - Sing With Me,9349200,0.002723611891269684,0.0028694085776805878,0.00023416518524754792,0.0003154926816932857,0.0002168178471038118,0.00017722007760312408,0.0001737872080411762
54,Side Effects Project - Sing With Me,9525600,0.002708049491047859,0.0029350456316024065,0.0002482362906448543,0.00032048425055108964,0.00021798881061840802,0.00018114453996531665,0.00017860684602055699
55,Side Effects Project - Sing With Me,9702000,0.002760224277153611,0.0029149227775633335,0.00024899636628106236,0.00031469736131839454,0.0002161569136660546,0.00017995620146393776,0.0001789848756743595
56,Side Effects Project - Sing With Me,9878400,0.0026838474441319704,0.0029342968482524157,0.00024198112078011036,0.0003247795393690467,0.00022070073464419693,0.00018083852773997933,0.00018165739311370999
57,Side Effects Project - Sing With Me,10054800,0.002518988912925124,0.0027468204498291016,0.00021465413738042116,0.00029515186906792223,0.00020228327775839716,0.0001652259670663625,0.00016536748444195837
58,Side Effects Project - Sing With Me,10231200,0.002736421534791589,0.003107876516878605,0.00023827071709092706,0.00032052979804575443,0.0002208673395216465,0.00018287805141881108,0.00018448565970174968
59,Side Effects Project - Sing With Me,10407600,0.006994639988988638,0.00739738903939724,0.0005728878313675523,0.000886527996044606,0.0006454138783738017,0.000502879498526454,0.00042318046325817704
60,Forkupines - Semantics,0,0.003778201062232256,0.005483954679220915,0.0003016295959241688,0.0005073900101706386,0.00023177148250397295,0.0003034863620996475,0.0002509942278265953
61,Forkupines - Semantics,176400,0.004580623470246792,0.004743440542370081,0.0003881797892972827,0.0005176408449187875,0.00034638107172213495,0.0002841615932993591,0.00027107170899398625
62,Forkupines - Semantics,352800,0.006072476040571928,0.006330506876111031,0.0004918060731142759,0.0006735510542057455,0.00047010439448058605,0.0003719958767760545,0.00035364218638278544
63,Forkupines - Semantics,529200,0.0050309207290410995,0.0054640150628983974,0.00043897537398152053,0.000581182714086026,0.000398539676098153,0.00032407024991698563,0.00030873235664330423
