,0,1,2,3,4
0,0.4545454680919647,0.11763999611139297,0.0,0.0,0.0
1,0.9090909361839294,0.2480345368385315,0.0,0.0,0.0
2,0.0,0.04349292814731598,0.0,0.0,0.0
3,0.0,0.11109151691198349,0.0,0.0,0.0
4,0.0,0.07366961985826492,0.0,0.0,0.0
5,0.0,0.1308787316083908,0.0,0.0,0.0
6,0.0,0.16195766627788544,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.08763736486434937,0.0,0.0,0.0
9,0.0,0.09091845899820328,0.0,0.0,0.0
10,0.0,0.19470028579235077,0.0,0.0,0.0
11,0.0,0.06412959843873978,0.0,0.0,0.0
12,0.0,0.12575574219226837,0.0,0.0,0.0
13,0.3332829475402832,0.19318218529224396,0.0,0.0,0.0
14,0.39764225482940674,0.05871795490384102,0.0,0.0,0.0
15,0.0,0.10950800776481628,0.0,0.0,0.0
16,0.0,0.19734317064285278,0.0,0.0,0.0
17,0.0,0.08204017579555511,0.0,0.0,0.0
18,0.3523409962654114,0.0,0.0,0.0,0.0
19,1.0,0.028693487867712975,0.0,0.0,1.0
20,0.0,0.154561385512352,0.0,0.0,0.0
21,0.40920427441596985,0.20106032490730286,0.0,0.0,0.0
22,0.0,0.08000072836875916,0.0,0.0,0.0
23,0.0,0.28446057438850403,0.0,0.0,0.0
24,0.0,0.16258873045444489,0.0,0.0,0.0
